8,1,1,1,1,1,1,1,1,,
Ag,1,1,1,1,1,1,1,1,0,0
B₁g,1,1,-1,-1,1,1,-1,-1,1,0
B₂g,1,-1,1,-1,1,-1,1,-1,1,0
B₃g,1,-1,-1,1,1,-1,-1,1,1,0
Au,1,1,1,1,-1,-1,-1,-1,0,0
B₁u,1,1,-1,-1,-1,-1,1,1,0,1
B₂u,1,-1,1,-1,-1,1,-1,1,0,1
B₃u,1,-1,-1,1,-1,1,1,-1,0,1
