20,1,2,2,5,1,2,2,5,,
A'1,1,1,1,1,1,1,1,1,0,0
A''1,1,1,1,1,-1,-1,-1,-1,0,0
A'2,1,1,1,-1,1,1,1,-1,1,0
A''2,1,1,1,-1,-1,-1,-1,1,0,1
E'1,2,0.618033989,-1.618033989,0,2,0.618033989,-1.618033989,0,0,2
E''1,2,0.618033989,-1.618033989,0,-2,-0.618033989,1.618033989,0,2,0
E'2,2,-1.618033989,0.618033989,0,2,-1.618033989,0.618033989,0,0,0
E''2,2,-1.618033989,0.618033989,0,-2,1.618033989,-0.618033989,0,0,0
