20,1,2,2,5,1,2,2,5,,
A₁g,1,1,1,1,1,1,1,1,0,0
A₂g,1,1,1,-1,1,1,1,-1,1,0
E₁g,2,0.618033989,-1.618033989,0,2,0.618033989,-1.618033989,0,1,0
E₂g,2,-1.618033989,0.618033989,0,2,-1.618033989,0.618033989,0,0,0
A₁u,1,1,1,1,-1,-1,-1,-1,0,0
A₂u,1,1,1,-1,-1,-1,-1,1,0,1
E₁u,2,0.618033989,-1.618033989,0,-2,-0.618033989,1.618033989,0,0,1
E₂u,2,-1.618033989,0.618033989,0,-2,1.618033989,-0.618033989,0,0,0
