48,1,8,6,6,3,1,6,8,3,6,,
A₁g,1,1,1,1,1,1,1,1,1,1,0,0
A₂g,1,1,-1,-1,1,1,-1,1,1,-1,0,0
Eg,2,-1,0,0,2,2,0,-1,2,0,0,0
T₁g,3,0,-1,1,-1,3,1,0,-1,-1,1,0
T₂g,3,0,1,-1,-1,3,-1,0,-1,1,0,0
A₁u,1,1,1,1,1,-1,-1,-1,-1,-1,0,0
A₂u,1,1,-1,-1,1,-1,1,-1,-1,1,0,0
Eu,2,-1,0,0,2,-2,0,1,-2,0,0,0
T₁u,3,0,-1,1,-1,-3,-1,0,1,1,0,1
T₂u,3,0,1,-1,-1,-3,1,0,1,-1,0,0
