8,1,2,1,2,2,,
A1,1,1,1,1,1,0,0
A2,1,1,1,-1,-1,1,0
B1,1,-1,1,1,-1,0,0
B2,1,-1,1,-1,1,0,1
E,2,0,-2,0,0,2,2
