16,1,2,1,2,2,1,2,1,2,2,,
A₁g,1,1,1,1,1,1,1,1,1,1,0,0
A₂g,1,1,1,-1,-1,1,1,1,-1,-1,1,0
B₁g,1,-1,1,1,-1,1,-1,1,1,-1,0,0
B₂g,1,-1,1,-1,1,1,-1,1,-1,1,0,0
Eg,2,0,-2,0,0,2,0,-2,0,0,1,0
A₁u,1,1,1,1,1,-1,-1,-1,-1,-1,0,0
A₂u,1,1,1,-1,-1,-1,-1,-1,1,1,0,1
B₁u,1,-1,1,1,-1,-1,1,-1,-1,1,0,0
B₂u,1,-1,1,-1,1,-1,1,-1,1,-1,0,0
Eu,2,0,-2,0,0,-2,0,2,0,0,0,1
