12,1,2,3,1,2,3,,
A'₁,1,1,1,1,1,1,0,0
A'₂,1,1,-1,1,1,-1,1,0
E',2,-1,0,2,-1,0,0,1
A''₁,1,1,1,-1,-1,-1,0,0
A''₂,1,1,-1,-1,-1,1,0,1
E'',2,-1,0,-2,1,0,1,0
