12,1,2,2,1,3,3,,
A1,1,1,1,1,1,1,0,0
A2,1,1,1,1,-1,-1,1,1
B1,1,-1,1,-1,1,-1,0,0
B2,1,-1,1,-1,-1,1,0,0
E1,2,1,-1,-2,0,0,2,2
E2,2,-1,-1,2,0,0,0,0
