24,1,2,2,2,2,2,1,6,6,,
A1,1,1,1,1,1,1,1,1,1,0,0
A2,1,1,1,1,1,1,1,-1,-1,1,0
B1,1,-1,1,-1,1,-1,1,1,-1,0,0
B2,1,-1,1,-1,1,-1,1,-1,1,0,1
E1,2,1.732050808,1,0,-1,-1.732050808,-2,0,0,0,1
E2,2,1,-1,-2,-1,1,2,0,0,0,0
E3,2,0,-2,0,2,0,-2,0,0,0,0
E4,2,-1,-1,2,-1,-1,2,0,0,0,0
E5,2,-1.732050808,1,0,-1,1.732050808,-2,0,0,1,0
